0.0,29.059270294134613
0.01,29.059839544219624
0.02,29.060408794306475
0.03,29.060978044397004
0.04,29.061547294493042
0.05,29.062116544596435
0.06,29.062685794709015
0.07,29.063255044832623
0.08,29.0638242949691
0.09,29.064393545120275
0.1,29.064962795287993
0.11,29.06553204547409
0.12,29.066101295680404
0.13,29.06667054590877
0.14,29.067239796161033
0.15,29.067809046439024
0.16,29.068378296744584
0.17,29.06894754707955
0.18,29.06951679744576
0.19,29.070086047845052
0.2,29.070655298279267
0.21,29.071224548750237
0.22,29.0717937992598
0.23,29.072363049809802
0.24,29.072932300402073
0.25,29.073501551038454
0.26,29.07407080172078
0.27,29.074640052450892
0.28,29.07520930323063
0.29,29.075778554061827
0.3,29.076347804946323
0.31,29.076917055885954
0.32,29.077486306882562
0.33,29.07805555793798
0.34,29.078624809054052
0.35000000000000003,29.07919406023261
0.36,29.079763311475492
0.37,29.08033256278454
0.38,29.08090181416159
0.39,29.08147106560848
0.4,29.082040317127046
0.41000000000000003,29.08260956871913
0.42,29.083178820386564
0.43,29.083748072131193
0.44,29.08431732395485
0.45,29.08488657585937
0.46,29.085455827846598
0.47000000000000003,29.086025079918368
0.48,29.08659433207652
0.49,29.08716358432289
0.5,29.087732836659317
0.51,29.088302089087634
0.52,29.088871341609686
0.53,29.08944059422731
0.54,29.090009846942337
0.55,29.09057909975661
0.56,29.09114835267197
0.5700000000000001,29.09171760569025
0.58,29.09228685881329
0.59,29.092856112042924
0.6,29.09342536538099
0.61,29.093994618829335
0.62,29.094563872389788
0.63,29.095133126064187
0.64,29.095702379854377
0.65,29.096271633762186
0.66,29.09684088778946
0.67,29.09741014193803
0.68,29.09797939620974
0.6900000000000001,29.09854865060643
0.7000000000000001,29.099117905129926
0.71,29.099687159782075
0.72,29.100256414564715
0.73,29.10082566947968
0.74,29.101394924528808
0.75,29.10196417971394
0.76,29.10253343503691
0.77,29.103102690499558
0.78,29.103671946103724
0.79,29.10424120185124
0.8,29.104810457743948
0.81,29.105379713783687
0.8200000000000001,29.105948969972292
0.8300000000000001,29.106518226311604
0.84,29.107087482803454
0.85,29.107656739449688
0.86,29.108225996252138
0.87,29.10879525321264
0.88,29.10936451033304
0.89,29.10993376761517
0.9,29.110503025060872
0.91,29.11107228267198
0.92,29.111641540450332
0.93,29.112210798397765
0.9400000000000001,29.11278005651612
0.9500000000000001,29.11334931480723
0.96,29.11391857327294
0.97,29.11448783191508
0.98,29.115057090735494
0.99,29.115626349736015
1.0,29.116195608918485
1.01,29.11676486828474
1.02,29.117334127836614
1.03,29.11790338757595
1.04,29.118472647504582
1.05,29.11904190762435
1.06,29.119611167937094
1.07,29.120180428444645
1.08,29.120749689148848
1.09,29.121318950051535
1.1,29.12188821115455
1.11,29.122457472459722
1.12,29.123026733968896
1.1300000000000001,29.123595995683907
1.1400000000000001,29.12416525760659
1.1500000000000001,29.124734519738787
1.16,29.125303782082337
1.17,29.125873044639075
1.18,29.126442307410837
1.19,29.127011570399464
1.2,29.127580833606793
1.21,29.128150097034656
1.22,29.1287193606849
1.23,29.129288624559358
1.24,29.129857888659867
1.25,29.130427152988265
1.26,29.13099641754639
1.27,29.13156568233608
1.28,29.132134947359173
1.29,29.132704212617504
1.3,29.133273478112915
1.31,29.133842743847243
1.32,29.134412009822324
1.33,29.134981276039994
1.34,29.13555054250209
1.35,29.136119809210456
1.36,29.136689076166927
1.37,29.137258343373336
1.3800000000000001,29.137827610831526
1.3900000000000001,29.13839687854333
1.4000000000000001,29.13896614651059
1.41,29.139535414735143
1.42,29.140104683218823
1.43,29.14067395196347
1.44,29.14124322097092
1.45,29.141812490243016
1.46,29.14238175978159
1.47,29.14295102958848
1.48,29.14352029966553
1.49,29.144089570014568
1.5,29.144658840637437
1.51,29.145228111535975
1.52,29.145797382712015
1.53,29.1463666541674
1.54,29.146935925903964
1.55,29.147505197923547
1.56,29.148074470227986
1.57,29.148643742819118
1.58,29.149213015698777
1.59,29.14978228886881
1.6,29.150351562331043
1.61,29.150920836087323
1.62,29.15149011013948
